タイムスタンプ,受付,国籍※国籍が分かる場合「その他」に国名を記入,時間帯,目的,人数,性別,年齢,問い合わせ内容,Komatsu九館内の案内,交通,目的地※主な所を一ヶ所,周辺店舗、飲食店※複数可,観光案内,パンフレットお渡し,物産,宿泊,イベント,その他（落とし物、ATM、公衆電話、授乳室など）,問い合わせ内容/回答
2026/04/10,窓口,1.日本,14時台,観光,個人,女性,40代から50代,物産,,,,,,,酒,,,,おすすめの辛口のお酒を聞かれた
2026/04/10,窓口,1.日本,15時台,観光,個人,男性,40代から50代,Komatsu九館内,Komatsu九について,,,,,,,,,,営業時間を聞かれた
2026/04/10,窓口,1.日本,16時台,観光,個人,女性,60代以上,物産,,,,,,,お菓子,,,,しばふねの箱がほしい、入荷はいつになるのかということ
2026/04/10,窓口,2.アジア,18時台,観光,個人,男性,40代から50代,交通,,バス,小松空港,,,,,,,,空港行きのバスの支払い方法のお問い合わせ　時刻表をお渡しました　(大音)
2026/04/10,窓口,1.日本,19時以降,観光,個人,女性,40代から50代,物産,,,,,,,食品,,,,駅弁をお求めとのこと。当店のお寿司とカブーレさんを案内した。
2026/04/11,窓口,1.日本,11時台,観光,2〜5人,男女,60代以上,観光案内,,,,,みよっさ,見て歩きマップ,,,,,駅周辺の観光地をご案内しました
2026/04/11,窓口,1.日本,12時台,観光,個人,女性,40代から50代,交通,,バス,小松グリーンホテル,,,,,,,,
2026/04/11,窓口,1.日本,13時台,観光,個人,女性,60代以上,Komatsu九館内,お手洗い,,,,,,,,,,
2026/04/11,窓口,2.アジア,14時台,観光,個人,女性,20代から30代,交通,,バス,小松空港,,,,,,,,空港行きのバスでICカードのご利用出来るバスをご案内しました
2026/04/11,窓口,1.日本,14時台,観光,個人,男性,20代から30代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/04/11,窓口,1.日本,13時台,観光,個人,男性,60代以上,観光案内,,,,,小松城跡,お渡しなし,,,,,
2026/04/11,窓口,2.アジア,17時台,観光,個人,男性,20代から30代,その他,,,,,,,,,,,シェアサイクル
2026/04/12,窓口,2.アジア,11時台,観光,個人,女性,20代から30代,交通,,鉄道,高岡駅,,,,,,,,高岡駅までのアクセス。新幹線をご案内した。
2026/04/12,窓口,1.日本,11時台,観光,個人,女性,60代以上,観光案内,,,,,みよっさ,じゃらん,,,,,駅周辺で観光したいとのこと。みよっさや錦窯をご案内した。
2026/04/12,窓口,2.アジア,12時台,観光,個人,男性,40代から50代,交通,,バス,那谷寺,,,,,,,,那谷寺や木場潟公園に行きたいとのこと。バスをご案内した。
2026/04/12,窓口,2.アジア,13時台,観光,個人,男性,40代から50代,交通,,徒歩,芦城公園,,,,,,,,芦城公園までの道案内をした。
2026/04/12,窓口,3.欧米,13時台,観光,個人,男性,40代から50代,Komatsu九館内,ATM,,,,,,,,,,ATMをお探し。コンビニをご案内した。
2026/04/12,窓口,1.日本,13時台,観光,個人,女性,20代から30代,交通,,バス,小松空港,,,,,,,,空港線のチケットをお探し。バスでお支払いいただくようご案内した。
2026/04/12,窓口,2.アジア,13時台,観光,個人,女性,60代以上,交通,,バス,小松空港,,,,,,,,空港行きのバス乗り場のお問い合わせ
2026/04/12,窓口,2.アジア,13時台,観光,個人,女性,40代から50代,交通,,バス,小松空港,,,,,,,,空港線の料金をご案内しな
2026/04/12,窓口,1.日本,14時台,市民利用,個人,男性,60代以上,周辺店舗、飲食店,,,,旅行代理店をお探し。イオンをご案内した。,,,,,,,
2026/04/12,窓口,1.日本,15時台,観光,2〜5人,女性,40代から50代,交通,,バス,小松空港,,,,,,,,ネットに指定席と書いてあったが、どこでチケットを購入したらいいのか
2026/04/12,窓口,1.日本,16時台,観光,個人,女性,20代から30代,交通,,バス,イオン,,,,,,,,イオンモール行きのバスをお探し。ご案内した。
2026/04/12,窓口,2.アジア,17時台,観光,2〜5人,男女,20代から30代,交通,,シェアサイクル,不明,,,,,,,,レンタル自転車をお探し、とのこと。シェアサイクルを案内したところ少しお高いと帰られた。
2026/04/13,窓口,1.日本,09時台,市民利用,個人,女性,20代から30代,イベント,,,,,,,,,お旅まつり,,引き揃えの場所について問い合わせ。細工町をご案内した。
2026/04/13,窓口,1.日本,10時台,市民利用,個人,男性,60代以上,交通,,バス,時刻表,,,,,,,,小松を走るバスの時刻表がほしいとのこと。お渡しした。
2026/04/13,窓口,2.アジア,10時台,観光,個人,男女,40代から50代,交通,,バス,イオンモール,,,,,,,,イオン行きのバスをお探し。木場潟線をご案内した。
2026/04/13,窓口,1.日本,12時台,観光,個人,女性,60代以上,交通,,車,恐竜博物館,,,,,,,,恐竜博物館までの所要時間を聞かれた。⒈5時間ほどとご案内。
2026/04/13,窓口,1.日本,14時台,観光,個人,男性,40代から50代,交通,,バス,辰口温泉たがわへのバス,,,,,,,,辰口温泉たがわへのバス。佐野線で辰口の一つ手前が温泉になってます。案内しました。林
2026/04/13,窓口,1.日本,18時台,観光,個人,女性,20代から30代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/04/13,窓口,1.日本,18時台,観光,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/04/13,窓口,1.日本,16時台,観光,2〜5人,男性,40代から50代,Komatsu九館内,喫煙所,,,,,,,,,,
2026/04/13,窓口,1.日本,15時台,観光,2〜5人,女性,20代から30代,交通,,バス,市民病院、やわたメディカル,,,,,,,,バス時刻を案内しました。林
2026/04/14,窓口,1.日本,11時台,市民利用,個人,男性,60代以上,交通,,バス,バスツアー,,,,,,,,北鉄バスのツアーに申し込みたいとのこと。北鉄バスの電話番号と小松営業所をご案内した。
2026/04/14,窓口,1.日本,11時台,観光,個人,男性,20代から30代,交通,,バス,小松空港,,,,,,,,空港線のバス停をお探し。4番をご案内した。
2026/04/14,窓口,2.アジア,12時台,観光,2〜5人,男女,40代から50代,交通,,バス,イオンモール小松へのバス,,,,,,,,イオンモール小松へのバス。時間が合わずタクシー案内しました。林
2026/04/14,窓口,1.日本,10時台,観光,2〜5人,男性,40代から50代,Komatsu九館内,喫煙所,,,,,,,,,,
2026/04/14,窓口,1.日本,10時台,観光,個人,男性,60代以上,Komatsu九館内,お手洗い,,,,,,,,,,
2026/04/14,窓口,3.欧米,14時台,観光,個人,女性,40代から50代,交通,,バス,ハニベ巌窟院,,,,,,,,バス乗り場と発車時間、おおよその乗車時間をお伝えした
2026/04/14,窓口,1.日本,15時台,市民利用,個人,男性,20代から30代,その他,,,,,,,,,,その他,小松行政サービスセンターをご案内しました
2026/04/14,窓口,1.日本,15時台,市民利用,個人,女性,60代以上,交通,,バス,時刻表,,,,,,,,時刻表が欲しい。お渡ししました。林
2026/04/14,窓口,1.日本,16時台,観光,2〜5人,男性,40代から50代,物産,,,,,,,取扱いのないもの（金沢土産、栗蒸し羊羹等）,,,,栗羊羹を聞かれた
2026/04/14,窓口,1.日本,17時台,市民利用,個人,男性,20代から30代,Komatsu九館内,公衆電話,,,,,,,,,,周辺の公衆電話設置場所を案内した
2026/04/15,窓口,1.日本,11時台,観光,個人,男性,60代以上,その他,,,,,,,,,,,空港からバスに乗ってきて　桜が綺麗だったので行きたいとお問い合わせ　見てあるきマップで禹橋神社　北國通り　みよっさを案内しました　(大音)
2026/04/15,窓口,1.日本,12時台,観光,個人,女性,20代から30代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/04/15,窓口,2.アジア,16時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/04/15,窓口,1.日本,12時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/04/15,窓口,2.アジア,16時台,観光,個人,男性,40代から50代,交通,,飛行機,小松空港,,,,,,,,
2026/04/16,窓口,2.アジア,10時台,観光,2〜5人,男女,20代から30代,観光案内,,,,,加賀温泉,個別のパンフレット,,,,,粟津温泉にお泊まりで加賀温泉や寺に行きたいとのこと。加賀温泉郷や那谷寺、ゆのくにの森をご案内した。
2026/04/16,窓口,1.日本,11時台,観光,個人,男性,60代以上,周辺店舗、飲食店,,,,笛,,,,,,,子供獅子の時に使う笛が欲しいとのこと。キタセをご案内した。
2026/04/16,窓口,1.日本,11時台,観光,個人,男性,60代以上,観光案内,,,,,みよっさ,見て歩きマップ,,,,,駅周辺で観光をしたいとのこと。みよっさや錦窯をご案内した。
2026/04/16,窓口,1.日本,11時台,市民利用,個人,男性,60代以上,交通,,バス,高速バス,,,,,,,,名古屋行きの高速バスのチケットを買いたいとのこと。北鉄バスの連絡先をお伝えした。
2026/04/16,窓口,1.日本,12時台,観光,個人,女性,40代から50代,周辺店舗、飲食店,,,,小松うどん、塩焼きそば,,,,,,,うどん屋さんをお探し。つるっとは本日お休みとお伝えした。
2026/04/16,窓口,1.日本,13時台,観光,2〜5人,男女,60代以上,交通,,飛行機,小松空港,,,,,,,,空港行きのバスをご案内しました
2026/04/16,窓口,1.日本,15時台,観光,2〜5人,男性,40代から50代,Komatsu九館内,お酒を飲める所,,,,,,,,,,カブーレを案内しました　(大音)
2026/04/16,窓口,1.日本,13時台,ビジネス,個人,男性,60代以上,観光案内,,,,,"ゆのくにの森, 日本自動車博物館, みよっさ, 安宅住吉神社、安宅の関, 那谷寺, 航空プラザ","じゃらん, 見て歩きマップ, 個別のパンフレット",,,,,小松市内　白山市のパンフレットがほしいということでお渡ししました　(大音)
2026/04/16,窓口,1.日本,17時台,観光,個人,女性,40代から50代,イベント,,,,,,,,,九谷茶碗まつり,,九谷茶碗まつりのチラシがほしいとのお問い合わせ
2026/04/16,窓口,2.アジア,17時台,観光,2〜5人,男女,40代から50代,その他,,,,,,,,,,その他,
2026/04/17,窓口,1.日本,12時台,観光,個人,女性,40代から50代,その他,,,,,,,,,,落とし物,聴覚障害者の方がトイレで通帳を落としたと来店され筆談でナイン事務所、交番を案内しました(大音)
2026/04/17,電話,1.日本,12時台,観光,個人,男性,40代から50代,観光案内,,,,,不明,お渡しなし,,,,,観光ボランティアについてのお問い合わせ事務所の電話番号をお伝えしました(大音)
2026/04/17,窓口,1.日本,11時台,観光,個人,男性,40代から50代,その他,,,,,,,,,,,コマビルについてのお問い合わせ　林さんが対応しました　(大音)
2026/04/17,窓口,1.日本,12時台,観光,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/04/17,窓口,1.日本,10時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/04/17,窓口,1.日本,16時台,観光,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,近いお手洗いを案内した
2026/04/17,窓口,1.日本,16時台,ビジネス,個人,女性,20代から30代,観光案内,,,,,小松市,お渡しなし,,,,,能登空港から小松市じゃらんの残り部数が少なくなっているとのことだったため、NWを案内した
2026/04/17,窓口,1.日本,17時台,ビジネス,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/04/17,窓口,1.日本,17時台,観光,個人,女性,60代以上,物産,,,,,,,食品,,,,駅弁の取り扱いを聞かれた
2026/04/17,窓口,1.日本,19時以降,観光,個人,女性,60代以上,交通,,タクシー,小松空港,,,,,,,,どのくらいかかる？（時間）を聞かれたためおおよその時間をお答えした。
2026/04/17,窓口,1.日本,18時台,観光,2〜5人,男女,60代以上,物産,,,,,,,食品,,,,駅弁
2026/04/18,窓口,1.日本,09時台,観光,2〜5人,女性,60代以上,周辺店舗、飲食店,,,,ランチ,,,,,,,辰口まつさきに宿泊するので近くで洋食ランチできるところ。SorrisoとFermを案内しました。林
2026/04/18,窓口,1.日本,10時台,観光,2〜5人,女性,60代以上,観光案内,,,,,"みよっさ, こまつの杜",見て歩きマップ,,,,,駅周辺の観光。コマツの杜、みよっさを案内しました。林
2026/04/18,窓口,1.日本,10時台,観光,2〜5人,女性,60代以上,Komatsu九館内,お手洗い,,,,,,,,,,
2026/04/18,窓口,1.日本,10時台,観光,2〜5人,女性,40代から50代,観光案内,,,,,コマツの杜,るるぶ,,,,,英語のパンフレットお渡ししました。林
2026/04/18,窓口,3.欧米,11時台,観光,2〜5人,男女,20代から30代,交通,,バス,那谷寺,,,,,,,,那谷寺へのバスの時刻、乗り場を案内しました。林
2026/04/18,窓口,1.日本,12時台,観光,個人,女性,60代以上,交通,,タクシー,小松空港,,,,,,,,空港までの交通手段とかかる時間をご案内しました
2026/04/18,窓口,2.アジア,15時台,観光,個人,男性,40代から50代,物産,,,,,,,食品,,,,刺身にあうソイソースをお探しとのこと
2026/04/18,窓口,2.アジア,16時台,観光,個人,男性,20代から30代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/04/18,窓口,1.日本,17時台,観光,個人,男性,20代から30代,Komatsu九館内,チャージスポット,,,,,,,,,,"ほ
日の出町のセブンイレブンを案内した"
2026/04/18,窓口,1.日本,18時台,観光,個人,女性,60代以上,Komatsu九館内,休憩所,,,,,,,,,,カブーレを案内した
2026/04/18,窓口,1.日本,18時台,観光,個人,女性,60代以上,周辺店舗、飲食店,,,,小松うどん、塩焼きそば,,,,,,,ランチ時間帯の営業が多いと伝えた
2026/04/18,窓口,1.日本,18時台,観光,個人,男性,60代以上,Komatsu九館内,お手洗い,,,,,,,,,,案内した
